,Retailer country,Product,correlation,slope
4688,France,Capri,0.6556528605571041,0.0014775600409630473
4692,France,Cat Eye,0.21768300750946504,0.003712535971583659
4696,France,Compact Relief Kit,,0.0
4700,France,Course Pro Gloves,,0.0
4704,France,Course Pro Golf Bag,0.36579254997346794,0.0
4708,France,Course Pro Golf and Tee Set,,0.0
4712,France,Course Pro Putter,-0.8668102248753,-0.02451338460877411
4716,France,Course Pro Umbrella,0.8412778836489097,3.816346924333456e-18
4720,France,Dante,0.4160554152520991,0.006518766897262923
4724,France,Deluxe Family Relief Kit,,0.0
4728,France,Double Edge,,0.0
4732,France,Edge Extreme,,0.0
4736,France,EverGlow Butane,,0.0
4740,France,EverGlow Double,,0.0
4744,France,EverGlow Kerosene,,0.0
4748,France,EverGlow Lamp,,0.0
4752,France,EverGlow Single,0.8847602738545831,0.00257809478795171
4756,France,Fairway,0.10066711119860261,0.002644593262578957
4760,France,Firefly 2,,0.0
4764,France,Firefly 4,,0.0
4768,France,Firefly Charger,,
4772,France,Firefly Climbing Lamp,,
4776,France,Firefly Extreme,0.813110782867066,0.011458199057563142
4780,France,Firefly Lite,0.20761258969267796,1.2721156414444855e-18
4784,France,Firefly Mapreader,,0.0
4788,France,Firefly Multi-light,-0.10791973884460954,0.0
4792,France,Firefly Rechargeable Battery,,
4796,France,Flicker Lantern,,0.0
4800,France,Glacier Basic,,0.0
4804,France,Glacier Deluxe,,0.0
4808,France,Glacier GPS,-0.7951696862934743,-0.0380913504919864
4812,France,Glacier GPS Extreme,-0.43262561564493696,0.0
4816,France,Granite Axe,,
4820,France,Granite Belay,,
4824,France,Granite Carabiner,,
4828,France,Granite Chalk Bag,,
4832,France,Granite Climbing Helmet,,
4836,France,Granite Extreme,,
4840,France,Granite Grip,,
4844,France,Granite Hammer,,
4848,France,Granite Ice,,
4852,France,Granite Pulley,,
4856,France,Granite Shovel,,
4860,France,Granite Signal Mirror,,
4864,France,Hailstorm Steel Irons,-0.6380101308821333,-0.36361878571735484
4868,France,Hailstorm Steel Woods Set,-0.7259658999884987,-1.0
4872,France,Hailstorm Titanium Irons,-0.07478820746098251,0.0
4876,France,Hailstorm Titanium Woods Set,,0.0
4880,France,Hawk Eye,0.46124451509389913,0.005677414113636695
4884,France,Hibernator,,0.0
4888,France,Hibernator Camp Cot,,0.0
4892,France,Hibernator Extreme,,0.0
4896,France,Hibernator Lite,,0.0
4900,France,Hibernator Pad,0.9920405994033229,0.008593649293172346
4904,France,Hibernator Pillow,,0.0
4908,France,Hibernator Self - Inflating Mat,-0.5366972094150669,-3.053077539466765e-17
4912,France,Husky Harness,,
4916,France,Husky Harness Extreme,,
4920,France,Husky Rope 100,,
4924,France,Husky Rope 200,,
4928,France,Husky Rope 50,,
4932,France,Husky Rope 60,,
4936,France,Inferno,0.8550536679074228,0.00887342454059782
4940,France,Infinity,0.25827376377606437,0.02602895443933595
4944,France,Insect Bite Relief,,0.0
4948,France,Kodiak,-0.508484200402164,0.030574628253054296
4952,France,Lady Hailstorm Steel Irons,,0.0
4956,France,Lady Hailstorm Steel Woods Set,,0.0
4960,France,Lady Hailstorm Titanium Irons,,0.0
4964,France,Lady Hailstorm Titanium Woods Set,,0.0
4968,France,Legend,0.6618172281352911,0.04846486228677008
4972,France,Lux,0.5823918524204859,0.007320218242885241
4976,France,Max Gizmo,0.9873953059165289,0.00639209631332445
4980,France,Maximus,0.7639281714553036,0.017495077833397765
4984,France,Mountain Man Analog,,0.0
4988,France,Mountain Man Combination,,0.0
4992,France,Mountain Man Deluxe,,0.0
4996,France,Mountain Man Digital,,0.0
5000,France,Mountain Man Extreme,,0.0
5004,France,Opera Vision,,
5008,France,Pocket Gizmo,0.37707650082344324,0.0020051848350735543
5012,France,Polar Extreme,,0.0
5016,France,Polar Ice,-0.86782393355105,-0.0019693779272117826
5020,France,Polar Sports,,0.0
5024,France,Polar Sun,-0.8111273459457576,-1.5265387697333825e-17
5028,France,Polar Wave,,0.0
5032,France,Ranger Vision,0.9185242335679508,0.024338964823328847
5036,France,Retro,,
5040,France,Sam,0.7660248436346893,0.006455717032612898
5044,France,Seeker 35,,0.0
5048,France,Seeker 50,,0.0
5052,France,Seeker Extreme,,0.0
5056,France,Seeker Mini,,0.0
5060,France,Single Edge,,0.0
5064,France,Sky Pilot,,
5068,France,Star Dome,,0.0
5072,France,Star Gazer 2,,0.0
5076,France,Star Gazer 3,0.8367479065399711,0.19226858018590928
5080,France,Star Gazer 6,,0.0
5084,France,Star Lite,,0.0
5088,France,Star Peg,,0.0
5092,France,Sun Blocker,,0.0
5096,France,Sun Shelter 15,0.5743495537885936,-0.00012890473939758436
5100,France,Sun Shelter 30,,0.0
5104,France,Sun Shelter Stick,,0.0
5108,France,Sun Shield,,0.0
5112,France,TX,-0.13518291197482968,0.02462509356335668
5116,France,Trail Master,,
5120,France,Trail Scout,,
5124,France,Trail Star,,
5128,France,TrailChef Canteen,0.7950113186057086,0.005070253082971687
5132,France,TrailChef Cook Set,0.5974927415728769,1.5265387697333825e-17
5136,France,TrailChef Cup,,0.0
5140,France,TrailChef Deluxe Cook Set,,0.0
5144,France,TrailChef Double Flame,,0.0
5148,France,TrailChef Kettle,,0.0
5152,France,TrailChef Kitchen Kit,,0.0
5156,France,TrailChef Single Flame,,0.0
5160,France,TrailChef Utensils,,0.0
5164,France,TrailChef Water Bag,-0.5238021660128759,-1.908173462166728e-18
5168,France,Trendi,0.14563015633040977,0.00314335155903123
5172,France,Venue,0.7400920691233481,0.006875963197696903
5176,France,Zodiak,0.531189144538476,
5180,France,Zone,-0.1419743277620388,0.010729932933728646
5184,Germany,Aloe Relief,,0.0
5188,Germany,Astro Pilot,-0.6490163938804078,
5192,Germany,Auto Pilot,,
5196,Germany,Bear Edge,,0.0
5200,Germany,Bear Survival Edge,,0.0
5204,Germany,Bella,0.9926451716549665,0.0015778669058565396
5208,Germany,Blue Steel Max Putter,,0.0
5212,Germany,Blue Steel Putter,0.957370789140714,-0.021484123232930863
5216,Germany,BugShield Extreme,,0.0
5220,Germany,BugShield Lotion,,0.0
5224,Germany,BugShield Lotion Lite,,0.0
5228,Germany,BugShield Natural,,0.0
5232,Germany,BugShield Spray,-0.04998505742901822,0.0
5236,Germany,Calamine Relief,,0.0
5240,Germany,Canyon Mule Carryall,,0.0
5244,Germany,Canyon Mule Climber Backpack,,0.0
5248,Germany,Canyon Mule Cooler,-0.8163080913030912,-0.005729099528781574
5252,Germany,Canyon Mule Extreme Backpack,,0.0
5256,Germany,Canyon Mule Journey Backpack,-0.586821584481546,4.0707700526223535e-17
5260,Germany,Canyon Mule Weekender Backpack,,0.0
5264,Germany,Capri,0.8903703331891558,0.0008864266639453351
5268,Germany,Cat Eye,0.48398275532263163,-0.002292886515490053
5272,Germany,Compact Relief Kit,,0.0
5276,Germany,Course Pro Gloves,,0.0
5280,Germany,Course Pro Golf Bag,,0.0
5284,Germany,Course Pro Golf and Tee Set,,0.0
5288,Germany,Course Pro Putter,-0.1819029716556796,-0.02451338460877411
5292,Germany,Course Pro Umbrella,,0.0
5296,Germany,Dante,0.22323168142499902,0.0071807778756498835
5300,Germany,Deluxe Family Relief Kit,,0.0
5304,Germany,Double Edge,,0.0
5308,Germany,Edge Extreme,-0.44679659589141724,-3.053077539466765e-17
5312,Germany,EverGlow Butane,,0.0
5316,Germany,EverGlow Double,,0.0
5320,Germany,EverGlow Kerosene,,0.0
5324,Germany,EverGlow Lamp,,0.0
5328,Germany,EverGlow Single,-0.4463940734028188,0.00257809478795171
5332,Germany,Fairway,-0.45219206891250846,0.002653477677995964
5336,Germany,Firefly 2,,0.0
5340,Germany,Firefly 4,,0.0
5344,Germany,Firefly Charger,,
5348,Germany,Firefly Climbing Lamp,,
5352,Germany,Firefly Extreme,0.3967444184315828,0.011458199057563142
5356,Germany,Firefly Lite,0.4811285348091498,5.088462565777942e-18
5360,Germany,Firefly Mapreader,,0.0
5364,Germany,Firefly Multi-light,0.6952677824577403,2.544231282888971e-18
5368,Germany,Firefly Rechargeable Battery,,
5372,Germany,Flicker Lantern,,0.0
5376,Germany,Glacier Basic,,0.0
5380,Germany,Glacier Deluxe,,0.0
5384,Germany,Glacier GPS,-0.6976957756675558,-0.03809135049198643
5388,Germany,Glacier GPS Extreme,0.6199031383998472,1.6283080210489414e-16
5392,Germany,Granite Axe,,
5396,Germany,Granite Belay,,
5400,Germany,Granite Carabiner,,
5404,Germany,Granite Chalk Bag,,
5408,Germany,Granite Climbing Helmet,,
5412,Germany,Granite Extreme,,
5416,Germany,Granite Grip,,
5420,Germany,Granite Hammer,,
5424,Germany,Granite Ice,,
5428,Germany,Granite Pulley,,
5432,Germany,Granite Shovel,,
5436,Germany,Granite Signal Mirror,,
5440,Germany,Hailstorm Steel Irons,-0.8515988847297532,-0.36361878571735484
5444,Germany,Hailstorm Steel Woods Set,-0.40523076252133106,-1.0
5448,Germany,Hailstorm Titanium Irons,-0.5522202133227665,8.141540105244707e-17
5452,Germany,Hailstorm Titanium Woods Set,,0.0
5456,Germany,Hawk Eye,0.4644054603753951,0.006284600581503603
5460,Germany,Hibernator,,0.0
5464,Germany,Hibernator Camp Cot,,0.0
5468,Germany,Hibernator Extreme,,0.0
5472,Germany,Hibernator Lite,,0.0
5476,Germany,Hibernator Pad,-0.45345783073311247,0.008593649293172346
5480,Germany,Hibernator Pillow,,0.0
5484,Germany,Hibernator Self - Inflating Mat,,0.0
5488,Germany,Husky Harness,,
5492,Germany,Husky Harness Extreme,,
5496,Germany,Husky Rope 100,,
5500,Germany,Husky Rope 200,,
5504,Germany,Husky Rope 50,,
5508,Germany,Husky Rope 60,,
5512,Germany,Inferno,0.02572803925156723,0.010515777657227953
5516,Germany,Infinity,-0.6033025289007626,0.013332123544450656
5520,Germany,Insect Bite Relief,,0.0
5524,Germany,Kodiak,-0.461565359674451,0.03178727577736716
5528,Germany,Lady Hailstorm Steel Irons,,0.0
5532,Germany,Lady Hailstorm Steel Woods Set,,0.0
5536,Germany,Lady Hailstorm Titanium Irons,,0.0
5540,Germany,Lady Hailstorm Titanium Woods Set,,0.0
5544,Germany,Legend,-0.1423000371893016,0.03184574225855433
5548,Germany,Lux,0.9387581750045121,0.01340710365373326
5552,Germany,Max Gizmo,0.7722893481654844,0.006603180681476388
5556,Germany,Maximus,0.10031110649248808,0.012256872291210122
5560,Germany,Mountain Man Analog,,0.0
5564,Germany,Mountain Man Combination,,0.0
5568,Germany,Mountain Man Deluxe,,0.0
5572,Germany,Mountain Man Digital,,0.0
5576,Germany,Mountain Man Extreme,,0.0
5580,Germany,Opera Vision,,
5584,Germany,Pocket Gizmo,0.640753236344653,0.0020051848350735504
5588,Germany,Polar Extreme,,0.0
5592,Germany,Polar Ice,-0.9952953190912154,-0.004444990976668252
5596,Germany,Polar Sports,,0.0
5600,Germany,Polar Sun,,0.0
5604,Germany,Polar Wave,,0.0
5608,Germany,Ranger Vision,0.02540081043946718,0.024443193650725475
5612,Germany,Retro,,
5616,Germany,Sam,0.6432590051754523,0.006786779440410199
5620,Germany,Seeker 35,,0.0
5624,Germany,Seeker 50,,0.0
5628,Germany,Seeker Extreme,,0.0
5632,Germany,Seeker Mini,,0.0
5636,Germany,Single Edge,,0.0
5640,Germany,Sky Pilot,,
5644,Germany,Star Dome,,0.0
5648,Germany,Star Gazer 2,,0.0
5652,Germany,Star Gazer 3,-0.011037322034361965,0.19226858018590928
5656,Germany,Star Gazer 6,,0.0
5660,Germany,Star Lite,0.17861558558045726,-1.221231015786706e-16
5664,Germany,Star Peg,,0.0
5668,Germany,Sun Blocker,,0.0
5672,Germany,Sun Shelter 15,0.591268059223725,-0.00012890473939758436
5676,Germany,Sun Shelter 30,,0.0
5680,Germany,Sun Shelter Stick,,0.0
5684,Germany,Sun Shield,,0.0
5688,Germany,TX,0.5257848706517773,-0.0148089405283662
5692,Germany,Trail Master,,
5696,Germany,Trail Scout,,
5700,Germany,Trail Star,,
5704,Germany,TrailChef Canteen,-0.20885067538173988,0.005070253082971687
5708,Germany,TrailChef Cook Set,0.4598698725901193,1.5265387697333825e-17
5712,Germany,TrailChef Cup,,0.0
5716,Germany,TrailChef Deluxe Cook Set,,0.0
5720,Germany,TrailChef Double Flame,,0.0
5724,Germany,TrailChef Kettle,,0.0
5728,Germany,TrailChef Kitchen Kit,,0.0
5732,Germany,TrailChef Single Flame,,0.0
5736,Germany,TrailChef Utensils,,0.0
5740,Germany,TrailChef Water Bag,,0.0
5744,Germany,Trendi,0.22593856574085605,0.0032175228949139854
5748,Germany,Venue,0.2474412519226525,0.006641486171386012
5752,Germany,Zodiak,-0.05731905657778204,
5756,Germany,Zone,-0.3519474600134536,0.010603751981910381
5760,Italy,Aloe Relief,,0.0
5764,Italy,Astro Pilot,-0.2581238745510605,
5768,Italy,Auto Pilot,,
5772,Italy,Bear Edge,,0.0
5776,Italy,Bear Survival Edge,,0.0
5780,Italy,Bella,0.512369888582121,0.0037031095188988627
5784,Italy,Blue Steel Max Putter,,0.0
5788,Italy,Blue Steel Putter,-0.20276207801538465,-0.021484123232930863
5792,Italy,BugShield Extreme,,0.0
5796,Italy,BugShield Lotion,,0.0
5800,Italy,BugShield Lotion Lite,,0.0
5804,Italy,BugShield Natural,,0.0
5808,Italy,BugShield Spray,-0.6626712865583099,2.544231282888971e-18
5812,Italy,Calamine Relief,,0.0
5816,Italy,Canyon Mule Carryall,,0.0
5820,Italy,Canyon Mule Climber Backpack,,0.0
5824,Italy,Canyon Mule Cooler,-0.9922362153827055,-0.005729099528781574
5828,Italy,Canyon Mule Extreme Backpack,,0.0
5832,Italy,Canyon Mule Journey Backpack,0.09102967086851836,0.0
5836,Italy,Canyon Mule Weekender Backpack,,0.0
5840,Italy,Capri,0.6818059101557339,0.0013394008078030212
5844,Italy,Cat Eye,-0.0040696091678647656,0.0033648759077041924
5848,Italy,Compact Relief Kit,,0.0
5852,Italy,Course Pro Gloves,,0.0
5856,Italy,Course Pro Golf Bag,-0.4781340317273332,-6.10615507893353e-17
5860,Italy,Course Pro Golf and Tee Set,,0.0
5864,Italy,Course Pro Putter,0.4362624754011747,-0.02451338460877411
5868,Italy,Course Pro Umbrella,,0.0
5872,Italy,Dante,-0.16977039610307051,0.006757005507096912
5876,Italy,Deluxe Family Relief Kit,,0.0
5880,Italy,Double Edge,,0.0
5884,Italy,Edge Extreme,,0.0
5888,Italy,EverGlow Butane,,0.0
5892,Italy,EverGlow Double,,0.0
5896,Italy,EverGlow Kerosene,,0.0
5900,Italy,EverGlow Lamp,,0.0
5904,Italy,EverGlow Single,0.2755672577886602,0.00257809478795171
5908,Italy,Fairway,0.007775478354223502,0.0025774665993497504
5912,Italy,Firefly 2,,0.0
5916,Italy,Firefly 4,,0.0
5920,Italy,Firefly Charger,,
5924,Italy,Firefly Climbing Lamp,,
5928,Italy,Firefly Extreme,0.7861971937179062,0.011458199057563128
5932,Italy,Firefly Lite,-0.4770931373279559,-3.816346924333456e-18
5936,Italy,Firefly Mapreader,,0.0
5940,Italy,Firefly Multi-light,-0.23907542090997966,-7.632693848666912e-18
5944,Italy,Firefly Rechargeable Battery,,
5948,Italy,Flicker Lantern,,0.0
5952,Italy,Glacier Basic,,0.0
5956,Italy,Glacier Deluxe,,0.0
5960,Italy,Glacier GPS,-0.6327644154035987,-0.03809135049198643
5964,Italy,Glacier GPS Extreme,,0.0
5968,Italy,Granite Axe,,
5972,Italy,Granite Belay,,
5976,Italy,Granite Carabiner,,
5980,Italy,Granite Chalk Bag,,
5984,Italy,Granite Climbing Helmet,,
5988,Italy,Granite Extreme,,
5992,Italy,Granite Grip,,
5996,Italy,Granite Hammer,,
6000,Italy,Granite Ice,,
6004,Italy,Granite Pulley,,
6008,Italy,Granite Shovel,,
6012,Italy,Granite Signal Mirror,,
6016,Italy,Hailstorm Steel Irons,-0.5332214532505067,-0.36361878571735484
6020,Italy,Hailstorm Steel Woods Set,-0.8314764004255023,-1.0
6024,Italy,Hailstorm Titanium Irons,-0.17089228063638115,2.442462031573412e-16
6028,Italy,Hailstorm Titanium Woods Set,,0.0
6032,Italy,Hawk Eye,0.6910977637375215,0.005672321180480963
6036,Italy,Hibernator,,0.0
6040,Italy,Hibernator Camp Cot,,0.0
6044,Italy,Hibernator Extreme,,0.0
6048,Italy,Hibernator Lite,0.21267133659364848,0.0
6052,Italy,Hibernator Pad,0.06894567437658088,0.008593649293172346
6056,Italy,Hibernator Pillow,,0.0
6060,Italy,Hibernator Self - Inflating Mat,,0.0
6064,Italy,Husky Harness,,
6068,Italy,Husky Harness Extreme,,
6072,Italy,Husky Rope 100,,
6076,Italy,Husky Rope 200,,
6080,Italy,Husky Rope 50,,
6084,Italy,Husky Rope 60,,
6088,Italy,Inferno,0.9470861124036716,0.01014232513355963
6092,Italy,Infinity,0.717469096055189,0.03572021133215885
6096,Italy,Insect Bite Relief,,0.0
6100,Italy,Kodiak,-0.3902867576752708,0.03182880487403147
6104,Italy,Lady Hailstorm Steel Irons,,0.0
6108,Italy,Lady Hailstorm Steel Woods Set,,0.0
6112,Italy,Lady Hailstorm Titanium Irons,,0.0
6116,Italy,Lady Hailstorm Titanium Woods Set,,0.0
6120,Italy,Legend,0.15516167305341638,0.03906144258726143
6124,Italy,Lux,0.9131147476587881,-0.0003039700869390969
6128,Italy,Max Gizmo,0.1939189224255514,0.006550336770793043
6132,Italy,Maximus,0.8648279157917904,0.0170096729758375
6136,Italy,Mountain Man Analog,,0.0
6140,Italy,Mountain Man Combination,,0.0
6144,Italy,Mountain Man Deluxe,,0.0
6148,Italy,Mountain Man Digital,,0.0
6152,Italy,Mountain Man Extreme,,0.0
6156,Italy,Opera Vision,,
6160,Italy,Pocket Gizmo,-0.608712796139505,0.0020051848350735504
6164,Italy,Polar Extreme,,0.0
6168,Italy,Polar Ice,-0.98223705250171,-0.0018956579512740342
6172,Italy,Polar Sports,,0.0
6176,Italy,Polar Sun,,0.0
6180,Italy,Polar Wave,,0.0
6184,Italy,Ranger Vision,0.19697267884892222,0.02509381636803734
6188,Italy,Retro,,
6192,Italy,Sam,0.9401095980562835,0.00660863734083845
6196,Italy,Seeker 35,,0.0
6200,Italy,Seeker 50,,0.0
6204,Italy,Seeker Extreme,,0.0
6208,Italy,Seeker Mini,,0.0
6212,Italy,Single Edge,,0.0
6216,Italy,Sky Pilot,,
6220,Italy,Star Dome,,0.0
6224,Italy,Star Gazer 2,,0.0
6228,Italy,Star Gazer 3,0.8332853059618918,0.19226858018590928
6232,Italy,Star Gazer 6,,0.0
6236,Italy,Star Lite,0.20454385210284148,4.0707700526223535e-17
6240,Italy,Star Peg,,0.0
6244,Italy,Sun Blocker,,0.0
6248,Italy,Sun Shelter 15,0.8527450446438423,-0.00012890473939758436
6252,Italy,Sun Shelter 30,,0.0
6256,Italy,Sun Shelter Stick,,0.0
6260,Italy,Sun Shield,,0.0
6264,Italy,TX,0.38058830193291476,0.025256977828384812
6268,Italy,Trail Master,,
6272,Italy,Trail Scout,,
6276,Italy,Trail Star,,
6280,Italy,TrailChef Canteen,0.9461498785680666,0.005070253082971687
6284,Italy,TrailChef Cook Set,,0.0
6288,Italy,TrailChef Cup,,0.0
6292,Italy,TrailChef Deluxe Cook Set,,0.0
6296,Italy,TrailChef Double Flame,,0.0
6300,Italy,TrailChef Kettle,,0.0
6304,Italy,TrailChef Kitchen Kit,,0.0
6308,Italy,TrailChef Single Flame,,0.0
6312,Italy,TrailChef Utensils,,0.0
6316,Italy,TrailChef Water Bag,,0.0
6320,Italy,Trendi,0.37304645544514053,0.0027444701442300903
6324,Italy,Venue,-0.33588957100913075,0.006535380147237858
6328,Italy,Zodiak,-0.08236740834067031,
6332,Italy,Zone,0.5179911774335622,0.010375931877425922
6336,Japan,Aloe Relief,,0.0
6340,Japan,Astro Pilot,0.8600505384743147,
6344,Japan,Auto Pilot,,
6348,Japan,Bear Edge,,0.0
6352,Japan,Bear Survival Edge,,0.0
6356,Japan,Bella,0.8973010807131149,0.0065571213333763005
6360,Japan,Blue Steel Max Putter,,0.0
6364,Japan,Blue Steel Putter,0.5440227568308075,-0.021484123232930863
6368,Japan,BugShield Extreme,,0.0
6372,Japan,BugShield Lotion,,0.0
6376,Japan,BugShield Lotion Lite,,0.0
6380,Japan,BugShield Natural,,0.0
6384,Japan,BugShield Spray,-0.3046188316408363,1.908173462166728e-18
6388,Japan,Calamine Relief,,0.0
6392,Japan,Canyon Mule Carryall,,0.0
6396,Japan,Canyon Mule Climber Backpack,,0.0
6400,Japan,Canyon Mule Cooler,-0.8149546013915158,-0.005729099528781574
6404,Japan,Canyon Mule Extreme Backpack,,0.0
6408,Japan,Canyon Mule Journey Backpack,-0.8055688139942335,-1.221231015786706e-16
6412,Japan,Canyon Mule Weekender Backpack,,0.0
6416,Japan,Capri,0.5363590462919694,0.0020114510376831544
6420,Japan,Cat Eye,-0.26849958611625596,-0.004436604979781049
6424,Japan,Compact Relief Kit,,0.0
6428,Japan,Course Pro Gloves,,0.0
6432,Japan,Course Pro Golf Bag,,0.0
6436,Japan,Course Pro Golf and Tee Set,,0.0
6440,Japan,Course Pro Putter,0.7505311177514202,-0.02451338460877411
6444,Japan,Course Pro Umbrella,0.46585291495839076,0.0
6448,Japan,Dante,0.9788393607963989,0.00684712827215133
6452,Japan,Deluxe Family Relief Kit,,0.0
6456,Japan,Double Edge,,0.0
6460,Japan,Edge Extreme,-0.6301627324884491,-4.0707700526223535e-17
6464,Japan,EverGlow Butane,,0.0
6468,Japan,EverGlow Double,,0.0
6472,Japan,EverGlow Kerosene,,0.0
6476,Japan,EverGlow Lamp,,0.0
6480,Japan,EverGlow Single,0.7569379760815171,0.00257809478795171
6484,Japan,Fairway,0.24144079214587066,0.002635444005213484
6488,Japan,Firefly 2,,0.0
6492,Japan,Firefly 4,,0.0
6496,Japan,Firefly Charger,,
6500,Japan,Firefly Climbing Lamp,,
6504,Japan,Firefly Extreme,0.6877379056262339,0.011458199057563142
6508,Japan,Firefly Lite,,0.0
6512,Japan,Firefly Mapreader,,0.0
6516,Japan,Firefly Multi-light,-0.4908226744140473,-7.632693848666912e-18
6520,Japan,Firefly Rechargeable Battery,,
6524,Japan,Flicker Lantern,,0.0
6528,Japan,Glacier Basic,,0.0
6532,Japan,Glacier Deluxe,,0.0
6536,Japan,Glacier GPS,-0.9859459225537633,-0.0380913504919864
6540,Japan,Glacier GPS Extreme,0.6120246315577309,1.6283080210489414e-16
6544,Japan,Granite Axe,,
6548,Japan,Granite Belay,,
6552,Japan,Granite Carabiner,,
6556,Japan,Granite Chalk Bag,,
6560,Japan,Granite Climbing Helmet,,
6564,Japan,Granite Extreme,,
6568,Japan,Granite Grip,,
6572,Japan,Granite Hammer,,
6576,Japan,Granite Ice,,
6580,Japan,Granite Pulley,,
6584,Japan,Granite Shovel,,
6588,Japan,Granite Signal Mirror,,
6592,Japan,Hailstorm Steel Irons,-0.3431024271323667,-0.36361878571735484
6596,Japan,Hailstorm Steel Woods Set,-0.5087691375546228,-1.0
6600,Japan,Hailstorm Titanium Irons,0.2609084132856017,2.442462031573412e-16
6604,Japan,Hailstorm Titanium Woods Set,,0.0
6608,Japan,Hawk Eye,0.9371198352461625,0.006233727917902008
6612,Japan,Hibernator,,0.0
6616,Japan,Hibernator Camp Cot,,0.0
6620,Japan,Hibernator Extreme,,0.0
6624,Japan,Hibernator Lite,-0.2902471052225,1.0176925131555884e-17
6628,Japan,Hibernator Pad,0.07944448069068874,0.008593649293172346
6632,Japan,Hibernator Pillow,,0.0
6636,Japan,Hibernator Self - Inflating Mat,-0.6306167433199658,-3.053077539466765e-17
6640,Japan,Husky Harness,,
6644,Japan,Husky Harness Extreme,,
6648,Japan,Husky Rope 100,,
6652,Japan,Husky Rope 200,,
6656,Japan,Husky Rope 50,,
6660,Japan,Husky Rope 60,,
6664,Japan,Inferno,0.7349510338230584,0.012504835722845274
6668,Japan,Infinity,0.7644602483711633,0.03166921420028933
6672,Japan,Insect Bite Relief,,0.0
6676,Japan,Kodiak,0.2940220023454187,0.03181676006292461
6680,Japan,Lady Hailstorm Steel Irons,,0.0
6684,Japan,Lady Hailstorm Steel Woods Set,,0.0
6688,Japan,Lady Hailstorm Titanium Irons,,0.0
6692,Japan,Lady Hailstorm Titanium Woods Set,,0.0
6696,Japan,Legend,0.7747876123146776,0.037488619997183156
6700,Japan,Lux,0.820555367394804,0.009433363978048072
6704,Japan,Max Gizmo,0.6120286809092313,0.006728349976367449
6708,Japan,Maximus,0.9012700583067346,0.01983096170634068
6712,Japan,Mountain Man Analog,,0.0
6716,Japan,Mountain Man Combination,,0.0
6720,Japan,Mountain Man Deluxe,,0.0
6724,Japan,Mountain Man Digital,-0.4450833226969146,-5.088462565777942e-18
6728,Japan,Mountain Man Extreme,,0.0
6732,Japan,Opera Vision,,
6736,Japan,Pocket Gizmo,0.9617568693372593,0.0020051848350735504
6740,Japan,Polar Extreme,,0.0
6744,Japan,Polar Ice,-0.8814397314869185,-0.002291639811512617
6748,Japan,Polar Sports,,0.0
6752,Japan,Polar Sun,0.361288026309325,0.0
6756,Japan,Polar Wave,,0.0
6760,Japan,Ranger Vision,0.9871014802384653,0.023982547014423036
6764,Japan,Retro,,
6768,Japan,Sam,0.8810596412223747,0.006686933356249726
6772,Japan,Seeker 35,,0.0
6776,Japan,Seeker 50,,0.0
6780,Japan,Seeker Extreme,,0.0
6784,Japan,Seeker Mini,,0.0
6788,Japan,Single Edge,,0.0
6792,Japan,Sky Pilot,,
6796,Japan,Star Dome,,0.0
6800,Japan,Star Gazer 2,,0.0
6804,Japan,Star Gazer 3,0.6190069432108077,0.19226858018590953
6808,Japan,Star Gazer 6,,0.0
6812,Japan,Star Lite,-0.6406029099078435,-1.221231015786706e-16
6816,Japan,Star Peg,,0.0
6820,Japan,Sun Blocker,,0.0
6824,Japan,Sun Shelter 15,0.5850562735624513,-0.00012890473939758436
6828,Japan,Sun Shelter 30,,0.0
6832,Japan,Sun Shelter Stick,,0.0
6836,Japan,Sun Shield,,0.0
6840,Japan,TX,-0.15784448080126054,0.013207551890125438
6844,Japan,Trail Master,,
6848,Japan,Trail Scout,,
6852,Japan,Trail Star,,
6856,Japan,TrailChef Canteen,-0.8895419589286094,0.005070253082971687
6860,Japan,TrailChef Cook Set,,0.0
6864,Japan,TrailChef Cup,,0.0
6868,Japan,TrailChef Deluxe Cook Set,,0.0
6872,Japan,TrailChef Double Flame,,0.0
6876,Japan,TrailChef Kettle,,0.0
6880,Japan,TrailChef Kitchen Kit,,0.0
6884,Japan,TrailChef Single Flame,,0.0
6888,Japan,TrailChef Utensils,0.49156998228556825,7.632693848666912e-18
6892,Japan,TrailChef Water Bag,-0.7417289628601375,-1.908173462166728e-18
6896,Japan,Trendi,0.8325411863340216,0.0035002818681161263
6900,Japan,Venue,0.9417054355584488,0.00721622749060666
6904,Japan,Zodiak,0.12735386161183582,
6908,Japan,Zone,0.9384887482573563,0.010776513763564826
6912,Korea,Aloe Relief,,0.0
6916,Korea,Astro Pilot,-0.02098992987302382,
6920,Korea,Auto Pilot,,
6924,Korea,Bear Edge,,0.0
6928,Korea,Bear Survival Edge,,0.0
6932,Korea,Bella,0.453448778805207,0.004441861878571728
6936,Korea,Blue Steel Max Putter,,0.0
6940,Korea,Blue Steel Putter,-0.5844377964042347,-0.021484123232930863
6944,Korea,BugShield Extreme,,0.0
6948,Korea,BugShield Lotion,,0.0
6952,Korea,BugShield Lotion Lite,,0.0
6956,Korea,BugShield Natural,,0.0
6960,Korea,BugShield Spray,0.4570027315314967,-2.544231282888971e-18
6964,Korea,Calamine Relief,,0.0
6968,Korea,Canyon Mule Carryall,,0.0
6972,Korea,Canyon Mule Climber Backpack,,0.0
