,Year,Product,Order method type,Retailer country,Revenue,Quantity,Gross profit
43562,2006,TrailChef Kettle,Web,Australia,163975.23,15027.0,92937.42
43563,2006,TrailChef Kettle,Web,Netherlands,306046.4,28670.0,172089.26
43564,2006,TrailChef Kettle,Web,Sweden,92291.92,8198.0,53082.3
43565,2006,TrailChef Kettle,Web,Finland,332078.93,31628.0,185391.13
43566,2006,TrailChef Kettle,Web,Denmark,65756.08,6122.0,37053.94
43567,2006,TrailChef Kettle,Web,France,328797.07,31472.0,183530.43
43568,2006,TrailChef Kettle,Web,Germany,322946.23,30237.0,181755.48
43569,2006,TrailChef Kettle,Web,United Kingdom,379103.46,35967.0,212020.73
43570,2006,TrailChef Kettle,Web,Belgium,197466.72,18810.0,110636.9
43571,2006,TrailChef Kettle,Web,Switzerland,104372.01,9269.0,60066.06
43572,2006,TrailChef Kettle,Web,Austria,153411.7,14468.0,86117.5
43573,2006,TrailChef Kettle,Web,Italy,233156.01,20415.0,134142.48
43574,2006,TrailChef Kettle,Web,Spain,326734.8,30759.0,183143.91
43582,2006,TrailChef Kettle,Special,Singapore,19230.0,1500.0,11565.0
43600,2006,TrailChef Kettle,Mail,Japan,55280.39,5902.0,29355.01
43618,2006,TrailChef Kettle,E-mail,Canada,19191.54,1497.0,11541.87
43621,2006,TrailChef Kettle,E-mail,Japan,47752.47,3763.0,28523.54
43631,2006,TrailChef Kettle,E-mail,Germany,74523.91,7993.0,39623.28
43636,2006,TrailChef Kettle,E-mail,Italy,108884.13,12637.0,55556.66
43638,2006,TrailChef Kettle,Fax,United States,22862.04,2458.0,12161.18
43643,2006,TrailChef Kettle,Fax,Korea,31626.08,2518.0,18759.1
43654,2006,TrailChef Kettle,Fax,Belgium,11365.92,877.0,6884.45
43659,2006,TrailChef Utensils,Telephone,United States,16272.9,861.0,7662.9
43660,2006,TrailChef Utensils,Telephone,Canada,13324.5,705.0,6274.5
43664,2006,TrailChef Utensils,Telephone,Korea,26848.85,1435.0,12498.85
43667,2006,TrailChef Utensils,Telephone,Australia,9509.97,493.0,4579.97
43669,2006,TrailChef Utensils,Telephone,Sweden,24008.29,1719.0,10867.79
43672,2006,TrailChef Utensils,Telephone,France,15488.21,819.0,7298.21
43678,2006,TrailChef Utensils,Telephone,Italy,44956.31,3338.0,20294.81
43679,2006,TrailChef Utensils,Telephone,Spain,14307.3,757.0,6737.3
43680,2006,TrailChef Utensils,Sales visit,United States,31785.57,2469.0,14277.57
43681,2006,TrailChef Utensils,Sales visit,Canada,55496.34,2930.0,26196.34
43682,2006,TrailChef Utensils,Sales visit,Mexico,61963.55,4824.0,27671.05
43686,2006,TrailChef Utensils,Sales visit,China,35465.8,1915.0,16315.8
43688,2006,TrailChef Utensils,Sales visit,Australia,20562.29,1099.0,9572.29
43689,2006,TrailChef Utensils,Sales visit,Netherlands,86571.05,4594.0,40631.05
43690,2006,TrailChef Utensils,Sales visit,Sweden,29729.7,1573.0,13999.7
43693,2006,TrailChef Utensils,Sales visit,France,14069.12,1216.0,6165.12
43695,2006,TrailChef Utensils,Sales visit,United Kingdom,28908.13,2257.0,12970.63
43696,2006,TrailChef Utensils,Sales visit,Belgium,18542.73,976.0,8782.73
43697,2006,TrailChef Utensils,Sales visit,Switzerland,32800.98,2188.0,15036.98
43698,2006,TrailChef Utensils,Sales visit,Austria,64073.52,3965.0,29663.02
43701,2006,TrailChef Utensils,Web,United States,605602.03,36957.0,279831.03
43702,2006,TrailChef Utensils,Web,Canada,183203.32,10954.0,85136.32
43703,2006,TrailChef Utensils,Web,Mexico,247554.8,14462.0,113903.8
43704,2006,TrailChef Utensils,Web,Brazil,151217.41,9082.0,70400.41
43705,2006,TrailChef Utensils,Web,Japan,342978.06,21422.0,158361.06
43706,2006,TrailChef Utensils,Web,Korea,182832.53,10862.0,84107.03
43707,2006,TrailChef Utensils,Web,China,320899.85,20490.0,145889.85
43708,2006,TrailChef Utensils,Web,Singapore,206862.89,12855.0,95207.39
43709,2006,TrailChef Utensils,Web,Australia,177361.96,11270.0,81580.96
43710,2006,TrailChef Utensils,Web,Netherlands,185637.18,12238.0,84344.68
43711,2006,TrailChef Utensils,Web,Sweden,20013.69,1337.0,9153.19
43712,2006,TrailChef Utensils,Web,Finland,191196.33,11772.0,88396.83
43713,2006,TrailChef Utensils,Web,Denmark,37614.8,1986.0,17754.8
43714,2006,TrailChef Utensils,Web,France,197151.69,12134.0,91425.19
43715,2006,TrailChef Utensils,Web,Germany,200742.83,12286.0,92873.33
43716,2006,TrailChef Utensils,Web,United Kingdom,250180.39,14573.0,116724.89
43717,2006,TrailChef Utensils,Web,Belgium,102045.77,6412.0,47368.77
43718,2006,TrailChef Utensils,Web,Switzerland,78608.81,4657.0,36704.31
43719,2006,TrailChef Utensils,Web,Austria,125655.79,7382.0,58240.79
43720,2006,TrailChef Utensils,Web,Italy,167219.91,9808.0,77532.91
43721,2006,TrailChef Utensils,Web,Spain,171975.2,10844.0,79096.2
43747,2006,TrailChef Utensils,Mail,Japan,16896.6,894.0,7956.6
43757,2006,TrailChef Utensils,Mail,Germany,13778.1,729.0,6488.1
43765,2006,TrailChef Utensils,E-mail,Canada,14701.74,773.0,6971.74
43774,2006,TrailChef Utensils,E-mail,Sweden,12341.7,653.0,5811.7
43777,2006,TrailChef Utensils,E-mail,France,13396.36,716.0,6236.36
43778,2006,TrailChef Utensils,E-mail,Germany,31507.08,2140.0,14538.08
43785,2006,TrailChef Utensils,Fax,United States,12794.13,949.0,5803.13
43790,2006,TrailChef Utensils,Fax,Korea,44716.84,3600.0,19927.34
43805,2006,TrailChef Utensils,Fax,Spain,22021.67,1177.0,10251.67
43806,2006,Star Lite,Telephone,United States,1136141.92,3200.0,336141.92
43807,2006,Star Lite,Telephone,Canada,1238795.82,3501.0,363545.82
43810,2006,Star Lite,Telephone,Japan,154712.8,440.0,44712.8
43814,2006,Star Lite,Telephone,Australia,55519.5,150.0,18019.5
43819,2006,Star Lite,Telephone,France,146959.49,406.0,45459.49
43826,2006,Star Lite,Telephone,Spain,228904.62,651.0,66154.62
43827,2006,Star Lite,Sales visit,United States,367499.13,1035.0,108749.13
43828,2006,Star Lite,Sales visit,Canada,168074.36,478.0,48574.36
43829,2006,Star Lite,Sales visit,Mexico,189874.8,540.0,54874.8
43837,2006,Star Lite,Sales visit,Sweden,299931.86,853.0,86681.86
43840,2006,Star Lite,Sales visit,France,330522.8,940.0,95522.8
43842,2006,Star Lite,Sales visit,United Kingdom,53298.72,144.0,17298.72
43844,2006,Star Lite,Sales visit,Switzerland,267582.82,761.0,77332.82
43845,2006,Star Lite,Sales visit,Austria,313164.27,885.0,91914.27
43848,2006,Star Lite,Web,United States,6738767.56,19061.0,1973517.56
43849,2006,Star Lite,Web,Canada,1622375.17,4607.0,470625.17
43850,2006,Star Lite,Web,Mexico,2206862.33,6238.0,647362.33
43851,2006,Star Lite,Web,Brazil,1492425.25,4217.0,438175.25
43852,2006,Star Lite,Web,Japan,3605978.01,10200.0,1055978.01
43853,2006,Star Lite,Web,Korea,2420129.43,6840.0,710129.43
43854,2006,Star Lite,Web,China,3595521.96,10170.0,1053021.96
43855,2006,Star Lite,Web,Singapore,2506775.61,7092.0,733775.61
43856,2006,Star Lite,Web,Australia,1942609.77,5499.0,567859.77
43857,2006,Star Lite,Web,Netherlands,2161466.19,6111.0,633716.19
43858,2006,Star Lite,Web,Sweden,401198.42,1141.0,115948.42
43859,2006,Star Lite,Web,Finland,2241117.48,6336.0,657117.48
43860,2006,Star Lite,Web,Denmark,544531.21,1529.0,162281.21
43861,2006,Star Lite,Web,France,2121862.7,5998.0,622362.7
43862,2006,Star Lite,Web,Germany,2201884.89,6213.0,648634.89
43863,2006,Star Lite,Web,United Kingdom,2892021.7,8186.0,845521.7
43864,2006,Star Lite,Web,Belgium,1326589.9,3749.0,389339.9
43865,2006,Star Lite,Web,Switzerland,978837.65,2761.0,288587.65
43866,2006,Star Lite,Web,Austria,898871.41,2540.0,263871.41
43867,2006,Star Lite,Web,Italy,1715186.37,4842.0,504686.37
43868,2006,Star Lite,Web,Spain,1837864.8,5190.0,540364.8
43912,2006,Star Lite,E-mail,Canada,263363.38,749.0,76113.38
43915,2006,Star Lite,E-mail,Japan,188339.24,529.0,56089.24
43924,2006,Star Lite,E-mail,France,123770.24,352.0,35770.24
43925,2006,Star Lite,E-mail,Germany,558020.94,1587.0,161270.94
43930,2006,Star Lite,E-mail,Italy,477499.96,1358.0,137999.96
43932,2006,Star Lite,Fax,United States,203587.98,579.0,58837.98
43937,2006,Star Lite,Fax,Korea,197258.82,561.0,57008.82
43944,2006,Star Lite,Fax,Denmark,101969.8,290.0,29469.8
43953,2006,Star Dome,Telephone,United States,110684.65,179.0,39800.65
43954,2006,Star Dome,Telephone,Canada,293097.9,474.0,105393.9
43958,2006,Star Dome,Telephone,Korea,80385.5,130.0,28905.5
43963,2006,Star Dome,Telephone,Sweden,112539.7,182.0,40467.7
43966,2006,Star Dome,Telephone,France,57278.32,88.0,22430.32
43967,2006,Star Dome,Telephone,Germany,27337.38,42.0,10705.38
43973,2006,Star Dome,Telephone,Spain,71110.25,115.0,25570.25
43974,2006,Star Dome,Sales visit,United States,139128.75,225.0,50028.75
43975,2006,Star Dome,Sales visit,Canada,411821.1,666.0,148085.1
43976,2006,Star Dome,Sales visit,Mexico,101409.4,164.0,36465.4
43980,2006,Star Dome,Sales visit,China,361116.4,584.0,129852.4
43982,2006,Star Dome,Sales visit,Australia,128225.96,204.0,47441.96
43983,2006,Star Dome,Sales visit,Netherlands,329156.63,523.0,122048.63
43984,2006,Star Dome,Sales visit,Sweden,55033.15,89.0,19789.15
43987,2006,Star Dome,Sales visit,France,147785.65,239.0,53141.65
43989,2006,Star Dome,Sales visit,United Kingdom,162626.05,263.0,58478.05
43990,2006,Star Dome,Sales visit,Belgium,215575.83,343.0,79747.83
43991,2006,Star Dome,Sales visit,Switzerland,171282.95,277.0,61590.95
43992,2006,Star Dome,Sales visit,Austria,269437.27,429.0,99553.27
43995,2006,Star Dome,Web,United States,4219621.13,6761.0,1542265.13
43996,2006,Star Dome,Web,Canada,933251.95,1499.0,339647.95
43997,2006,Star Dome,Web,Mexico,1218440.92,1954.0,444656.92
43998,2006,Star Dome,Web,Brazil,828718.08,1328.0,302830.08
43999,2006,Star Dome,Web,Japan,1993785.84,3198.0,727377.84
44000,2006,Star Dome,Web,Korea,1361149.34,2182.0,497077.34
44001,2006,Star Dome,Web,China,1614314.27,2585.0,590654.27
44002,2006,Star Dome,Web,Singapore,1377356.69,2209.0,502592.69
44003,2006,Star Dome,Web,Australia,971329.15,1559.0,353965.15
44004,2006,Star Dome,Web,Netherlands,833470.09,1341.0,302434.09
44005,2006,Star Dome,Web,Sweden,131851.55,213.0,47503.55
44006,2006,Star Dome,Web,Finland,1227716.17,1969.0,447992.17
44007,2006,Star Dome,Web,Denmark,363328.67,579.0,134044.67
44008,2006,Star Dome,Web,France,1289453.35,2069.0,470129.35
44009,2006,Star Dome,Web,Germany,1283302.41,2057.0,468730.41
44010,2006,Star Dome,Web,United Kingdom,1401042.44,2246.0,511626.44
44011,2006,Star Dome,Web,Belgium,451525.3,726.0,164029.3
44012,2006,Star Dome,Web,Switzerland,511342.1,818.0,187414.1
44013,2006,Star Dome,Web,Austria,401126.57,647.0,144914.57
44014,2006,Star Dome,Web,Italy,977707.53,1565.0,357967.53
44015,2006,Star Dome,Web,Spain,1056270.61,1693.0,385842.61
44038,2006,Star Dome,Mail,Canada,100270.05,159.0,37306.05
44041,2006,Star Dome,Mail,Japan,134181.95,217.0,48249.95
44051,2006,Star Dome,Mail,Germany,66163.45,107.0,23791.45
44059,2006,Star Dome,E-mail,Canada,43284.5,70.0,15564.5
44062,2006,Star Dome,E-mail,Japan,41006.07,63.0,16058.07
44068,2006,Star Dome,E-mail,Sweden,53178.1,86.0,19122.1
44072,2006,Star Dome,E-mail,Germany,134800.3,218.0,48472.3
44077,2006,Star Dome,E-mail,Italy,224461.05,363.0,80713.05
44079,2006,Star Dome,Fax,United States,171901.3,278.0,61813.3
44095,2006,Star Dome,Fax,Belgium,61216.65,99.0,22012.65
44100,2006,Star Gazer 2,Telephone,United States,432127.3,781.0,125530.13
44101,2006,Star Gazer 2,Telephone,Canada,1256544.3,2271.0,365017.83
44108,2006,Star Gazer 2,Telephone,Australia,164330.1,297.0,47736.81
44110,2006,Star Gazer 2,Telephone,Sweden,93507.7,169.0,27163.37
44113,2006,Star Gazer 2,Telephone,France,247878.4,448.0,72007.04
44121,2006,Star Gazer 2,Sales visit,United States,391736.4,708.0,113796.84
44122,2006,Star Gazer 2,Sales visit,Canada,176502.7,319.0,51272.87
44123,2006,Star Gazer 2,Sales visit,Mexico,186462.1,337.0,54166.01
44125,2006,Star Gazer 2,Sales visit,Japan,186462.1,337.0,54166.01
44127,2006,Star Gazer 2,Sales visit,China,284949.5,515.0,82775.95
44129,2006,Star Gazer 2,Sales visit,Australia,172076.3,311.0,49987.03
44130,2006,Star Gazer 2,Sales visit,Netherlands,148284.4,268.0,43075.64
44131,2006,Star Gazer 2,Sales visit,Sweden,173736.2,314.0,50469.22
44134,2006,Star Gazer 2,Sales visit,France,468645.1,847.0,136138.31
44136,2006,Star Gazer 2,Sales visit,United Kingdom,132238.7,239.0,38414.47
44138,2006,Star Gazer 2,Sales visit,Switzerland,316487.6,572.0,91937.56
44139,2006,Star Gazer 2,Sales visit,Austria,76908.7,139.0,22341.47
44142,2006,Star Gazer 2,Web,United States,6616361.4,11958.0,1922009.34
44143,2006,Star Gazer 2,Web,Canada,1601250.2,2894.0,465152.62
44144,2006,Star Gazer 2,Web,Mexico,1886199.7,3409.0,547928.57
44145,2006,Star Gazer 2,Web,Brazil,1319067.2,2384.0,383180.32
44146,2006,Star Gazer 2,Web,Japan,2810764.0,5080.0,816508.4
44147,2006,Star Gazer 2,Web,Korea,2365357.5,4275.0,687120.75
44148,2006,Star Gazer 2,Web,China,2970114.4,5368.0,862798.64
44149,2006,Star Gazer 2,Web,Singapore,2125225.3,3841.0,617363.93
44150,2006,Star Gazer 2,Web,Australia,1471778.0,2660.0,427541.8
44151,2006,Star Gazer 2,Web,Netherlands,1667646.2,3014.0,484440.22
44152,2006,Star Gazer 2,Web,Sweden,370157.7,669.0,107528.37
44153,2006,Star Gazer 2,Web,Finland,2026737.9,3663.0,588753.99
44154,2006,Star Gazer 2,Web,Denmark,499629.9,903.0,145139.19
44155,2006,Star Gazer 2,Web,France,1749534.6,3162.0,508228.26
44156,2006,Star Gazer 2,Web,Germany,2088707.5,3775.0,606755.75
44157,2006,Star Gazer 2,Web,United Kingdom,2397448.9,4333.0,696443.09
44158,2006,Star Gazer 2,Web,Belgium,1123752.3,2031.0,326442.63
44159,2006,Star Gazer 2,Web,Switzerland,811691.1,1467.0,235790.91
44160,2006,Star Gazer 2,Web,Austria,956655.7,1729.0,277902.17
44161,2006,Star Gazer 2,Web,Italy,1825890.0,3300.0,530409.0
44162,2006,Star Gazer 2,Web,Spain,1746768.1,3157.0,507424.61
44170,2006,Star Gazer 2,Special,Singapore,141644.8,256.0,41146.88
44188,2006,Star Gazer 2,Mail,Japan,306528.2,554.0,89044.42
44209,2006,Star Gazer 2,E-mail,Japan,271670.3,491.0,78918.43
44219,2006,Star Gazer 2,E-mail,Germany,406122.2,734.0,117975.82
44224,2006,Star Gazer 2,E-mail,Italy,155477.3,281.0,45165.13
44226,2006,Star Gazer 2,Fax,United States,198081.4,358.0,57541.34
44242,2006,Star Gazer 2,Fax,Belgium,76355.4,138.0,22180.74
44247,2006,Star Gazer 3,Telephone,United States,33226.18,47.0,11888.18
44248,2006,Star Gazer 3,Telephone,Canada,67866.24,96.0,24282.24
44251,2006,Star Gazer 3,Telephone,Japan,74935.64,106.0,26811.64
44252,2006,Star Gazer 3,Telephone,Korea,82005.04,116.0,29341.04
44255,2006,Star Gazer 3,Telephone,Australia,93316.08,132.0,33388.08
44257,2006,Star Gazer 3,Telephone,Sweden,227634.68,322.0,81446.68
44261,2006,Star Gazer 3,Telephone,Germany,65038.48,92.0,23270.48
44268,2006,Star Gazer 3,Sales visit,United States,402955.8,570.0,144175.8
44269,2006,Star Gazer 3,Sales visit,Canada,348521.42,493.0,124699.42
44270,2006,Star Gazer 3,Sales visit,Mexico,224806.92,318.0,80434.92
44272,2006,Star Gazer 3,Sales visit,Japan,63624.6,90.0,22764.6
44276,2006,Star Gazer 3,Sales visit,Australia,84125.86,119.0,30099.86
44277,2006,Star Gazer 3,Sales visit,Netherlands,269344.14,381.0,96370.14
44278,2006,Star Gazer 3,Sales visit,Sweden,164717.02,233.0,58935.02
44281,2006,Star Gazer 3,Sales visit,France,161182.32,228.0,57670.32
44284,2006,Star Gazer 3,Sales visit,Belgium,132904.72,188.0,47552.72
44285,2006,Star Gazer 3,Sales visit,Switzerland,147043.52,208.0,52611.52
44286,2006,Star Gazer 3,Sales visit,Austria,189459.92,268.0,67787.92
44288,2006,Star Gazer 3,Sales visit,Spain,94023.02,133.0,33641.02
44289,2006,Star Gazer 3,Web,United States,3792733.1,5365.0,1357023.1
44290,2006,Star Gazer 3,Web,Canada,1083032.08,1532.0,387504.08
44291,2006,Star Gazer 3,Web,Mexico,1041322.62,1473.0,372580.62
44292,2006,Star Gazer 3,Web,Brazil,745821.7,1055.0,266851.7
44293,2006,Star Gazer 3,Web,Japan,1834509.3,2595.0,656379.3
44294,2006,Star Gazer 3,Web,Korea,1031425.46,1459.0,369039.46
44295,2006,Star Gazer 3,Web,China,1845113.4,2610.0,660173.4
44296,2006,Star Gazer 3,Web,Singapore,1286630.8,1820.0,460350.8
44297,2006,Star Gazer 3,Web,Australia,738045.36,1044.0,264069.36
44298,2006,Star Gazer 3,Web,Netherlands,772685.42,1093.0,276463.42
44299,2006,Star Gazer 3,Web,Sweden,112403.46,159.0,40217.46
44300,2006,Star Gazer 3,Web,Finland,1146656.68,1622.0,410268.68
44301,2006,Star Gazer 3,Web,Denmark,161889.26,229.0,57923.26
44302,2006,Star Gazer 3,Web,France,1237145.0,1750.0,442645.0
44303,2006,Star Gazer 3,Web,Germany,1106361.1,1565.0,395851.1
44304,2006,Star Gazer 3,Web,United Kingdom,1471849.08,2082.0,526621.08
44305,2006,Star Gazer 3,Web,Belgium,547171.56,774.0,195775.56
44306,2006,Star Gazer 3,Web,Switzerland,492030.24,696.0,176046.24
44307,2006,Star Gazer 3,Web,Austria,387403.12,548.0,138611.12
44308,2006,Star Gazer 3,Web,Italy,1027183.82,1453.0,367521.82
44309,2006,Star Gazer 3,Web,Spain,891451.34,1261.0,318957.34
44335,2006,Star Gazer 3,Mail,Japan,53727.44,76.0,19223.44
44345,2006,Star Gazer 3,Mail,Germany,72107.88,102.0,25799.88
44353,2006,Star Gazer 3,E-mail,Canada,215616.7,305.0,77146.7
44360,2006,Star Gazer 3,E-mail,Australia,110989.58,157.0,39711.58
44366,2006,Star Gazer 3,E-mail,Germany,171079.48,242.0,61211.48
44371,2006,Star Gazer 3,E-mail,Italy,94023.02,133.0,33641.02
44373,2006,Star Gazer 3,Fax,United States,101799.36,144.0,36423.36
44378,2006,Star Gazer 3,Fax,Korea,229048.56,324.0,81952.56
44394,2006,Star Gazer 6,Telephone,United States,9150.68,11.0,3760.68
44395,2006,Star Gazer 6,Telephone,Canada,7486.92,9.0,3076.92
44399,2006,Star Gazer 6,Telephone,Korea,32401.89,41.0,12311.89
44402,2006,Star Gazer 6,Telephone,Australia,168373.2,211.0,64983.2
44404,2006,Star Gazer 6,Telephone,Sweden,18367.8,23.0,7097.8
44407,2006,Star Gazer 6,Telephone,France,49987.71,63.0,19117.71
44414,2006,Star Gazer 6,Telephone,Spain,58481.46,74.0,22221.46
44415,2006,Star Gazer 6,Sales visit,United States,101198.55,126.0,39458.55
44416,2006,Star Gazer 6,Sales visit,Canada,28450.44,36.0,10810.44
44417,2006,Star Gazer 6,Sales visit,Mexico,42675.66,54.0,16215.66
44422,2006,Star Gazer 6,Sales visit,Singapore,56651.18,70.0,22351.18
44424,2006,Star Gazer 6,Sales visit,Netherlands,78862.56,99.0,30352.56
44425,2006,Star Gazer 6,Sales visit,Sweden,67964.94,86.0,25824.94
44428,2006,Star Gazer 6,Sales visit,France,19965.0,25.0,7715.0
44430,2006,Star Gazer 6,Sales visit,United Kingdom,48415.44,61.0,18525.44
44431,2006,Star Gazer 6,Sales visit,Belgium,4991.28,6.0,2051.28
44432,2006,Star Gazer 6,Sales visit,Switzerland,86939.83,109.0,33529.83
44433,2006,Star Gazer 6,Sales visit,Austria,97570.76,121.0,38280.76
44436,2006,Star Gazer 6,Web,United States,1581243.79,1988.0,607123.79
44437,2006,Star Gazer 6,Web,Canada,578092.3,729.0,220882.3
44438,2006,Star Gazer 6,Web,Mexico,444225.92,559.0,170315.92
44439,2006,Star Gazer 6,Web,Brazil,296042.21,372.0,113762.21
44440,2006,Star Gazer 6,Web,Japan,733288.44,922.0,281508.44
44441,2006,Star Gazer 6,Web,Korea,504828.63,635.0,193678.63
44442,2006,Star Gazer 6,Web,China,738005.69,929.0,282795.69
44443,2006,Star Gazer 6,Web,Singapore,456413.15,576.0,174173.15
44444,2006,Star Gazer 6,Web,Australia,241720.35,305.0,92270.35
44445,2006,Star Gazer 6,Web,Netherlands,352427.59,444.0,134867.59
44446,2006,Star Gazer 6,Web,Sweden,22918.41,29.0,8708.41
44447,2006,Star Gazer 6,Web,Finland,455988.58,574.0,174728.58
44448,2006,Star Gazer 6,Web,Denmark,150945.03,189.0,58335.03
44449,2006,Star Gazer 6,Web,France,457992.68,574.0,176732.68
44450,2006,Star Gazer 6,Web,Germany,503812.73,632.0,194132.73
44451,2006,Star Gazer 6,Web,United Kingdom,536488.83,672.0,207208.83
44452,2006,Star Gazer 6,Web,Belgium,268206.56,336.0,103566.56
44453,2006,Star Gazer 6,Web,Switzerland,170901.56,214.0,66041.56
44454,2006,Star Gazer 6,Web,Austria,140653.96,176.0,54413.96
44455,2006,Star Gazer 6,Web,Italy,444142.74,559.0,170232.74
44456,2006,Star Gazer 6,Web,Spain,311972.82,392.0,119892.82
44482,2006,Star Gazer 6,Mail,Japan,51368.85,65.0,19518.85
44500,2006,Star Gazer 6,E-mail,Canada,54530.01,69.0,20720.01
44503,2006,Star Gazer 6,E-mail,Japan,25289.28,32.0,9609.28
44513,2006,Star Gazer 6,E-mail,Germany,62640.66,79.0,23930.66
44520,2006,Star Gazer 6,Fax,United States,37367.92,46.0,14827.92
44533,2006,Star Gazer 6,Fax,France,29240.73,37.0,11110.73
44540,2006,Star Gazer 6,Fax,Spain,34772.76,44.0,13212.76
44541,2006,Star Peg,Telephone,United States,4323.76,2206.0,2117.76
44542,2006,Star Peg,Telephone,Canada,6566.0,3350.0,3216.0
44546,2006,Star Peg,Telephone,Korea,4322.34,2183.0,2139.34
44549,2006,Star Peg,Telephone,Australia,9727.06,4938.0,4789.06
44551,2006,Star Peg,Telephone,Sweden,6206.02,3089.0,3117.02
44554,2006,Star Peg,Telephone,France,2167.46,1073.0,1094.46
44555,2006,Star Peg,Telephone,Germany,3414.0,1707.0,1707.0
44562,2006,Star Peg,Sales visit,United States,20920.98,10651.0,10269.98
44563,2006,Star Peg,Sales visit,Canada,6576.0,3288.0,3288.0
44564,2006,Star Peg,Sales visit,Mexico,6052.48,3088.0,2964.48
44571,2006,Star Peg,Sales visit,Netherlands,12670.02,6399.0,6271.02
44572,2006,Star Peg,Sales visit,Sweden,2815.88,1394.0,1421.88
44574,2006,Star Peg,Sales visit,Denmark,2949.2,1460.0,1489.2
44575,2006,Star Peg,Sales visit,France,8349.24,4221.0,4128.24
44578,2006,Star Peg,Sales visit,Belgium,2894.66,1433.0,1461.66
44579,2006,Star Peg,Sales visit,Switzerland,14075.44,7042.0,7033.44
44580,2006,Star Peg,Sales visit,Austria,7576.38,3766.0,3810.38
44582,2006,Star Peg,Sales visit,Spain,4656.96,2352.0,2304.96
44583,2006,Star Peg,Web,United States,180853.42,91669.0,89184.42
44584,2006,Star Peg,Web,Canada,61555.34,30983.0,30572.34
44585,2006,Star Peg,Web,Mexico,55719.8,28294.0,27425.8
44586,2006,Star Peg,Web,Brazil,37744.08,18818.0,18926.08
44587,2006,Star Peg,Web,Japan,88892.6,44806.0,44086.6
44588,2006,Star Peg,Web,Korea,55539.28,28312.0,27227.28
44589,2006,Star Peg,Web,China,90269.76,46056.0,44213.76
44590,2006,Star Peg,Web,Singapore,62907.16,32026.0,30881.16
44591,2006,Star Peg,Web,Australia,40982.74,20644.0,20338.74
44592,2006,Star Peg,Web,Netherlands,38070.54,19216.0,18854.54
44593,2006,Star Peg,Web,Sweden,6002.86,2987.0,3015.86
44594,2006,Star Peg,Web,Finland,56670.74,28715.0,27955.74
44595,2006,Star Peg,Web,Denmark,15696.8,7892.0,7804.8
44596,2006,Star Peg,Web,France,59076.8,29550.0,29526.8
44597,2006,Star Peg,Web,Germany,53687.24,26928.0,26759.24
44598,2006,Star Peg,Web,United Kingdom,74128.28,37216.0,36912.28
44599,2006,Star Peg,Web,Belgium,28676.16,14245.0,14431.16
44600,2006,Star Peg,Web,Switzerland,17949.08,8921.0,9028.08
44601,2006,Star Peg,Web,Austria,21874.58,10829.0,11045.58
44602,2006,Star Peg,Web,Italy,36703.06,18562.0,18141.06
44603,2006,Star Peg,Web,Spain,45579.14,22963.0,22616.14
44629,2006,Star Peg,Mail,Japan,7844.94,3933.0,3911.94
44647,2006,Star Peg,E-mail,Canada,10822.0,5411.0,5411.0
44650,2006,Star Peg,E-mail,Japan,3642.0,1821.0,1821.0
44660,2006,Star Peg,E-mail,Germany,13476.92,6668.0,6808.92
44665,2006,Star Peg,E-mail,Italy,18742.42,9493.0,9249.42
44667,2006,Star Peg,Fax,United States,6999.72,3527.0,3472.72
44672,2006,Star Peg,Fax,Korea,5823.16,2971.0,2852.16
44683,2006,Star Peg,Fax,Belgium,2646.2,1310.0,1336.2
44688,2006,Hibernator Lite,Telephone,United States,59057.1,690.0,17657.1
44689,2006,Hibernator Lite,Telephone,Canada,78314.85,915.0,23414.85
44692,2006,Hibernator Lite,Telephone,Japan,44677.98,522.0,13357.98
44693,2006,Hibernator Lite,Telephone,Korea,46817.73,547.0,13997.73
44696,2006,Hibernator Lite,Telephone,Australia,114433.83,1337.0,34213.83
44698,2006,Hibernator Lite,Telephone,Sweden,51097.23,597.0,15277.23
44702,2006,Hibernator Lite,Telephone,Germany,41511.15,485.0,12411.15
44707,2006,Hibernator Lite,Telephone,Italy,82679.94,966.0,24719.94
44708,2006,Hibernator Lite,Telephone,Spain,74120.94,866.0,22160.94
44709,2006,Hibernator Lite,Sales visit,United States,368122.59,4301.0,110062.59
44711,2006,Hibernator Lite,Sales visit,Mexico,81481.68,952.0,24361.68
44715,2006,Hibernator Lite,Sales visit,China,228182.94,2666.0,68222.94
44717,2006,Hibernator Lite,Sales visit,Australia,51867.54,606.0,15507.54
44718,2006,Hibernator Lite,Sales visit,Netherlands,162963.36,1904.0,48723.36
44722,2006,Hibernator Lite,Sales visit,France,30384.45,355.0,9084.45
44724,2006,Hibernator Lite,Sales visit,United Kingdom,55034.37,643.0,16454.37
44725,2006,Hibernator Lite,Sales visit,Belgium,85932.36,1004.0,25692.36
44726,2006,Hibernator Lite,Sales visit,Switzerland,93036.33,1087.0,27816.33
44727,2006,Hibernator Lite,Sales visit,Austria,230408.28,2692.0,68888.28
44730,2006,Hibernator Lite,Web,United States,2199235.05,25695.0,657535.05
44731,2006,Hibernator Lite,Web,Canada,943715.34,11026.0,282155.34
44732,2006,Hibernator Lite,Web,Mexico,815672.7,9530.0,243872.7
44733,2006,Hibernator Lite,Web,Brazil,487349.46,5694.0,145709.46
